JDBC Connection [HikariProxyConnection@1345069688 wrapping org.postgresql.jdbc.PgConnection@21f7e537] will be managed by Spring
==>  Preparing: INSERT INTO staff ( name, age, gender, number, supply_center, mobile_number, type ) VALUES ( ?, ?, ?, ?, ?, ?, ? ) 
==> Parameters: Kong Yibo(String), 47(Long), Female(String), 11311024(String), America(String), 15038403217(String), Director(String)
==>  Preparing: INSERT INTO contract ( contract_number, contract_manager_name, enterprise, supply_center, ordernum ) VALUES ( ?, ?, ?, ?, ? ) 
==> Parameters: CSE0000304(String), Jing Yingtian(String), Hang Seng Bank Limited(String), Hong Kong, Macao and Taiwan regions of China(String), 1(Long)
<==    Updates: 1
Releasing transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3]
Fetched SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3] from current transaction
==>  Preparing: select supply_center from enterprise where name = ? 
==> Parameters: Hang Seng Bank Limited(String)
<==    Columns: supply_center
<==        Row: Hong Kong, Macao and Taiwan regions of China
<==      Total: 1
Releasing transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3]
Fetched SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3] from current transaction
==>  Preparing: select count(*) as num from inventory where supply_center = ? and product_model = ? 
==> Parameters: Hong Kong, Macao and Taiwan regions of China(String), Barebones71(String)
<==    Columns: num
<==        Row: 1
<==      Total: 1
Releasing transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3]
Fetched SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3] from current transaction
==>  Preparing: select (importnum - exportnum) as difference from inventory where supply_center = ? and product_model = ? 
==> Parameters: Hong Kong, Macao and Taiwan regions of China(String), Barebones71(String)
<==    Columns: difference
<==        Row: 245
<==      Total: 1
Releasing transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3]
Fetched SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3] from current transaction
==>  Preparing: select type from staff where staff.number = ? 
==> Parameters: 11511317(String)
<==    Columns: type
<==        Row: Salesman
<==      Total: 1
Releasing transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3]
Fetched SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3] from current transaction
==>  Preparing: insert into order_record(contract_num,enterprise,product_model,quantity,contract_manager,contract_date,estimated_delivery_date,lodgement_date,salesman_num,contract_type) values(?,?,?,?,?,?,?,?,?,?) 
==> Parameters: CSE0000304(String), Hang Seng Bank Limited(String), Barebones71(String), 1(Long), 12212927(String), 2022-03-04(Date), 2022-03-09(Date), 2022-03-09(Date), 11511317(String), Finished(String)
<==    Updates: 1
Releasing transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3]
Fetched SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3] from current transaction
==>  Preparing: select unit_price from model where model = ? 
==> Parameters: Barebones71(String)
<==    Columns: unit_price
<==        Row: 960
<==      Total: 1
Releasing transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3]
Fetched SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3] from current transaction
==>  Preparing: update inventory set exportNum = exportNum + ? , totalinterest = totalinterest + ?,placeordernum = placeordernum +1 where supply_center = ? and product_model = ? 
==> Parameters: 1(Long), 960(Long), Hong Kong, Macao and Taiwan regions of China(String), Barebones71(String)
<==    Updates: 1
Releasing transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3]
Fetched SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3] from current transaction
==>  Preparing: select contract_number from contract where contract_number = ? 
==> Parameters: CSE0000304(String)
<==    Columns: contract_number
<==        Row: CSE0000304
<==      Total: 1
Releasing transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3]
Fetched SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3] from current transaction
==>  Preparing: update contract set ordernum = ordernum + 1 where contract_number = ? 
==> Parameters: CSE0000304(String)
<==    Updates: 1
Releasing transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3]
Fetched SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3] from current transaction
==>  Preparing: select supply_center from enterprise where name = ? 
==> Parameters: Hang Seng Bank Limited(String)
<==    Columns: supply_center
<==        Row: Hong Kong, Macao and Taiwan regions of China
<==      Total: 1
Releasing transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3]
Fetched SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3] from current transaction
==>  Preparing: select count(*) as num from inventory where supply_center = ? and product_model = ? 
==> Parameters: Hong Kong, Macao and Taiwan regions of China(String), Anti-SlipMobilePhone26(String)
<==    Columns: num
<==        Row: 1
<==      Total: 1
Releasing transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3]
Fetched SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3] from current transaction
==>  Preparing: select (importnum - exportnum) as difference from inventory where supply_center = ? and product_model = ? 
==> Parameters: Hong Kong, Macao and Taiwan regions of China(String), Anti-SlipMobilePhone26(String)
<==    Columns: difference
<==        Row: 844
<==      Total: 1
Releasing transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3]
Fetched SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3] from current transaction
==>  Preparing: select type from staff where staff.number = ? 
==> Parameters: 11612520(String)
<==    Columns: type
<==        Row: Salesman
<==      Total: 1
Releasing transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3]
Fetched SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3] from current transaction
Releasing transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3]
Fetched SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3] from current transaction
==>  Preparing: select count(*) as num from inventory where supply_center = ? and product_model = ? 
==> Parameters: Hong Kong, Macao and Taiwan regions of China(String), WaterDispenserO9(String)
<==    Columns: num
<==        Row: 1
<==      Total: 1
Releasing transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3]
Fetched SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3] from current transaction
==>  Preparing: select (importnum - exportnum) as difference from inventory where supply_center = ? and product_model = ? 
==> Parameters: Hong Kong, Macao and Taiwan regions of China(String), WaterDispenserO9(String)
<==    Columns: difference
<==        Row: 853
<==      Total: 1
Releasing transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3]
Fetched SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3] from current transaction
==>  Preparing: select type from staff where staff.number = ? 
==> Parameters: 11912012(String)
<==    Columns: type
<==        Row: Contracts Manager
<==      Total: 1
Releasing transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3]
Fetched SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3] from current transaction
Releasing transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3]
Fetched SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3] from current transaction
==>  Preparing: select count(*) as num from inventory where supply_center = ? and product_model = ? 
==> Parameters: Hong Kong, Macao and Taiwan regions of China(String), MassagerU3(String)
<==    Columns: num
<==        Row: 1
<==      Total: 1
Releasing transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3]
Fetched SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3] from current transaction
==>  Preparing: select (importnum - exportnum) as difference from inventory where supply_center = ? and product_model = ? 
==> Parameters: Hong Kong, Macao and Taiwan regions of China(String), MassagerU3(String)
<==    Columns: difference
<==        Row: 134
<==      Total: 1
Releasing transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3]
Fetched SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3] from current transaction
==>  Preparing: select type from staff where staff.number = ? 
==> Parameters: 12012601(String)
<==    Columns: type
<==        Row: Salesman
<==      Total: 1
Releasing transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3]
Fetched SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3] from current transaction
==>  Preparing: insert into order_record(contract_num,enterprise,product_model,quantity,contract_manager,contract_date,estimated_delivery_date,lodgement_date,salesman_num,contract_type) values(?,?,?,?,?,?,?,?,?,?) 
==> Parameters: CSE0000304(String), Hang Seng Bank Limited(String), MassagerU3(String), 1(Long), 12212927(String), 2022-03-04(Date), 2022-03-09(Date), 2022-03-09(Date), 12012601(String), Finished(String)
<==    Updates: 1
Releasing transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3]
Fetched SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3] from current transaction
==>  Preparing: select unit_price from model where model = ? 
==> Parameters: MassagerU3(String)
<==    Columns: unit_price
<==        Row: 290
<==      Total: 1
Releasing transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3]
Fetched SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3] from current transaction
==>  Preparing: update inventory set exportNum = exportNum + ? , totalinterest = totalinterest + ?,placeordernum = placeordernum +1 where supply_center = ? and product_model = ? 
==> Parameters: 1(Long), 290(Long), Hong Kong, Macao and Taiwan regions of China(String), MassagerU3(String)
<==    Updates: 1
Releasing transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3]
Fetched SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3] from current transaction
==>  Preparing: select contract_number from contract where contract_number = ? 
==> Parameters: CSE0000304(String)
<==    Columns: contract_number
<==        Row: CSE0000304
<==      Total: 1
Releasing transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3]
Fetched SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3] from current transaction
==>  Preparing: update contract set ordernum = ordernum + 1 where contract_number = ? 
==> Parameters: CSE0000304(String)
<==    Updates: 1
Releasing transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3]
Fetched SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3] from current transaction
==>  Preparing: select supply_center from enterprise where name = ? 
==> Parameters: State Power Corporation(String)
<==    Columns: supply_center
<==        Row: Northern China
<==      Total: 1
Releasing transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3]
Fetched SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3] from current transaction
==>  Preparing: select count(*) as num from inventory where supply_center = ? and product_model = ? 
==> Parameters: Northern China(String), Router92(String)
<==    Columns: num
<==        Row: 1
<==      Total: 1
Releasing transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3]
Fetched SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3] from current transaction
==>  Preparing: select (importnum - exportnum) as difference from inventory where supply_center = ? and product_model = ? 
==> Parameters: Northern China(String), Router92(String)
<==    Columns: difference
<==        Row: 236
<==      Total: 1
Releasing transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3]
Fetched SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3] from current transaction
==>  Preparing: select type from staff where staff.number = ? 
==> Parameters: 11611106(String)
<==    Columns: type
<==        Row: Salesman
<==      Total: 1
Releasing transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3]
Fetched SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@464400b3] from current transaction
==>  Preparing: insert into order_record(contract_num,enterprise,product_model,quantity,contract_manager,contract_date,estimated_delivery_date,lodgement_date,salesman_num,contract_type) values(?,?,?,?,?,?,?,?,?,?) 
